"[254]","57030","[2488, 2490, 2498, 2499, 2608]","Media tie-in","9780552577564","552577561","9780552577564","4.08","134874","The Sun is also a Star"
"[255]","705739","[94, 1939]","","9781440315022","1440315027","9781440315022","3.41","48","The Strategic Web Designer : How to Confidently Navigate the Web Design Process"
"[256]","54,964","[822, 3367, 2942, 2911]","New edition","9780750603249","750603240","9780750603249","4.26","30","Cutting Hair the Vidal Sassoon Way"
"[257, 258]","229194","[121, 2912]","","9780847840816","847840816","9780847840816","4.15","13","Thomas Pheasant : Simply Serene"
"[259]","265558","[2912, 2926, 2932]","","9781909342675","190934267X","9781909342675","2.78","14","Decorating with Plants : The Art of Using Plants to Transform Your Home"
"[260]","82630","[2912, 2921]","","9780544286375","544286375","9780544286375","3.74","50","Kitchen and Bath Renovation Guide"
"[261]","34864","[2801, 2804, 2813, 2607]","","9781471136863","1471136868","9781471136863","4.05","26166","The 7 Habits Of Highly Effective Teenagers"
"[262]","724064","[94, 334, 1938]","","9780471418290","471418293","9780471418290","3.51","35","Design for Communication : Conceptual Graphic Design Basics"
"[263]","227836","[750, 768, 2802, 2911]","","9781572307308","1572307307","9781572307308","3.87","24","Feeling Good About the Way You Look : A Program for Overcoming Body Image Problems"
"[264]","61,236","[2658, 2663, 684, 2791, 2915]","","9780316357906","316357901","9780316357906","3.81","5728","Unmentionable : The Victorian Lady's Guide to Sex, Marriage, and Manners"
"[265]","15294","[2947, 2912]","","9781782496410","1782496416","9781782496410","4.0","2","Modern Quilting : 25 Step-by-Step Projects for Cool and Contemporary Patchwork and Quilts"
"[266]","239068","[103, 2912]","","9781906388515","1906388512","9781906388515","4.0","4","Classic Fashion Patterns of the 20th century : Make your own vintage clothing"
"[267, 268]","28,035","[2557, 2564, 2596]","","9780375832208","9780375832208","","4.16","304","Magic Tree House Fact Tracker #14 Ancient Rome and Pompeii"
"[269]","66206","[1597, 1833, 1876, 1943, 3008]","","9780123725837","123725836","9780123725837","3.0","1","Systems Science and Modeling for Ecological Economics"
"[270]","24,840","[2966, 2914, 2922, 2926]","Revised","9780956871336","095687133X","9780956871336","5.0","1","Cut Flowers : A Practical Guide to their Selection and Care"
"[271]","92301","[2942, 2944, 2912]","","9780553496307","553496301","9780553496307","3.4","95","A Well-Crafted Home : Inspiration and 60 Projects for Personalizing your Space"
"[272]","61662","[375, 378, 2914, 2452]","","9781452165929","1452165920","9781452165929","","","Le Petit Wedding Book"
"[273, 274]","236295","[121, 2912]","","9780810994591","810994593","9780810994591","3.53","15","The New French Decor"
"[275]","22,973","[2491, 2495, 2496, 2499, 2501, 2600]","","9780060750343","60750340","9780060750343","3.82","5496","Molly Moon's Hypnotic Time Travel Adventure"
"[276, 277]","958334","[1600, 1601, 1722, 1943, 2016, 2056]","","9780521612302","521612306","9780521612302","4.5","10","Problems and Solutions in Biological Sequence Analysis"
"[278]","241,277","[103, 2656, 2663, 2696, 637, 2911]","Enlarged, Revised","9781843835721","9781843835721","","4.51","62","Dress in Anglo-Saxon England"
"[279, 280]","51,005","[1828, 2808, 2912, 2918, 2921]","New edition","9781561586059","1561586056","9781561586059","4.05","776","Creating the Not So Big House"
"[281, 282]","40461","[2910]","","9781760760182","1760760188","9781760760182","5.0","1","Akira Isogawa:Unfolding a Life in Fashion : Unfolding a Life in Fashion"
"[283]","55,565","[2488, 2490, 2610]","","9780440866152","9780440866152","","4.01","700","Cloud Busting"
"[284]","848857","[1903, 1938]","","9781840787795","1840787791","9781840787795","2.75","4","Facebook for Beginners in Easy Steps"
"[285]","261190","[763, 2791, 2793, 2804, 2911]","","9780767900423","767900421","9780767900423","3.57","98","How One of You Can Bring the Two of You Together"
"[286, 287]","268012","[2859, 2866, 2878, 2912]","","9780770434434","770434436","9780770434434","4.0","590","The Kitchn Cookbook : Recipes, Kitchens & Tips to Inspire Your Cooking"
"[288, 289]","41163","[92, 101, 102, 121, 2912]","","9783899559538","3899559533","9783899559538","4.0","3","Petite Places : Clever Interiors for Humble Homes"
"[290]","89110","[103, 106, 2645, 2657, 637, 2911]","","9780300228274","300228279","9780300228274","4.29","37","Tudor Fashion"
"[291]","56,274","[2491, 2492, 2605]","","9780099439257","9780099439257","","3.95","627","Alpha Force: Rat-Catcher : Book 2"
"[292]","654837","[400, 403, 1513, 1514, 1938, 2016, 2063, 2066, 2068, 2070]","","9783319730035","3319730037","9783319730035","4.33","3","Introduction to Deep Learning : From Logical Calculus to Artificial Intelligence"
"[293, 294]","261202","[109, 116, 121, 2912, 2921]","","9780847835638","847835634","9780847835638","2.75","28","Diane Keaton House"
"[295]","252159","[2770, 2820, 2911]","","9780871273093","871273098","9780871273093","4.25","8","Beautiful Body, Beautiful Mind : The Power of Positive Imagery"
"[296]","271947","[658, 2775, 2781, 2792, 2911]","","9781936932313","1936932318","9781936932313","4.34","979","You Have the Right to Remain Fat"
"[297]","56401","[80, 107, 2912]","","9781524763459","1524763454","9781524763459","4.0","23","Living with Color : Inspiration and How-Tos to Brighten Up Your Home"
"[298]","10532","[2488, 2490, 2607]","","9781946873149","1946873144","9781946873149","4.84","19","What You Do Matters : Boxed Set: What Do You Do with an Idea?, What Do You Do with a Problem?, What Do You Do with a Chance?"
"[299, 300]","784162","[81, 90, 133, 3248, 409, 2716, 640, 821, 3366, 1808, 1948]","","9780071406352","71406352","9780071406352","3.45","22","Editing Digital Video"
"[301]","245756","[121, 2859, 2912, 2920]","","9781473633902","1473633907","9781473633902","4.33","3","A Sense of Home : Eat - Make - Sleep - Live"
"[302]","230680","[103, 262, 410, 2717, 2731, 635, 637, 719, 2911]","","9781472505422","1472505425","9781472505422","3.81","16","The Language of Fashion"
"[303]","244059","[103, 2802, 2909, 2911]","","9780823099696","823099695","9780823099696","3.47","187","Eye Candy"
"[304]","266746","[756, 770, 2802, 2807, 2812, 2813, 2818, 2944, 2909, 2910, 2913, 2920]","","9780717169184","717169189","9780717169184","3.43","83","The Happy Closet"
"[305]","62032","[2490, 2499, 2600, 2604]","","9780374346676","374346674","9780374346676","3.8","53693","Love Letters to the Dead"
"[306]","741,034","[982, 1903, 1917, 1938, 1939]","New edition","9781578203123","9781578203123","","3.42","14","The Complete E-Commerce Book : Design, Build & Maintain a Successful Web-based Business"
"[246]","261321","[2788, 2911]","","9781937066031","1937066037","9781937066031","3.78","83","Chic & Slim Encore : More about How French Women Dress Chic Stay Slim-And How You Can Too"
"[307]","381756","[81, 83, 684, 2909, 3065, 3068]","","9783791385952","379138595X","9783791385952","","","Surf Like a Girl"
"[308]","247802","[102, 2912, 2919]","","9781612123035","1612123031","9781612123035","3.55","81","Guerilla Furniture Design"
"[309]","270884","[1703, 2791, 2859, 2863, 2912, 2917]","","9781570619915","1570619913","9781570619915","4.1","412","The Hands-On Home"
"[310, 311, 312]","33,455","[823, 3368, 831, 3376, 839, 3384, 2517, 2606]","Revised","9781575424484","9781575424484","","3.75","105","The Survival Guide for Gifted Kids"
"[313]","798328","[94, 1939, 2978]","","9789063692179","906369217X","9789063692179","3.54","11","Never Use Pop Up Windows : And 50 Other Ridiculous Web Rules"
"[314, 315]","70000","[2944, 2910]","","9781452138688","1452138680","9781452138688","3.43","30","Sunday Sews : 20 Inspired Weekend Projects"
"[316]","33656","[378, 977, 1005, 2978, 2915]","","9781641520959","1641520957","9781641520959","4.12","16","A Kids' Guide to Manners : 50 Fun Etiquette Lessons for Kids (and Their Families)"
"[317]","281448","[8, 23, 54, 2902, 2903, 2912]","","9781911604204","1911604201","9781911604204","4.0","1","Faberge : His Masters and Artisans"
"[318]","17736","[116, 121, 2912]","","9789401461832","940146183X","9789401461832","","","Nordic Moods : A Guide to Successful Interior Decoration"
"[319]","61573","[2978, 2457, 2488, 2490, 2499, 2501, 2597, 2600]","","9780399257186","399257187","9780399257186","3.98","1022","The Baby Tree"
"[320, 321]","822475","[107, 110, 121, 1940]","","9781138823143","1138823147","9781138823143","","","Digital Design Exercises for Architecture Students"
"[322]","287,026","[2954, 2912]","","9780823024858","823024857","9780823024858","3.84","38","Chain And Bead Jewelry Creative Connections"
"[323]","317628","[2780, 2788, 2911]","","9781476796840","147679684X","9781476796840","3.0","1","Bio-Young : Get Younger at a Cellular and Hormonal Level"
"[324]","287267","[92, 103, 105, 2646, 637, 2911]","","9781780232782","1780232780","9781780232782","4.25","28","Kimono : A Modern History"
"[325]","293623","[2912, 2917]","","9780762455072","762455071","9780762455072","3.5","77","HomeMade Modern : Smart DIY Designs for a Stylish Home"
"[326, 327]","63,288","[2490, 2534, 2541, 2578, 2597]","","9780064451932","9780064451932","","4.02","114","Why I Sneeze, Shiver, Hiccup and Yawn"
"[328]","813194","[3, 94, 1938]","","9780300118001","300118007","9780300118001","3.33","3","Software Essentials for Graphic Designers : Photoshop, Illustrator, InDesign, QuarkXPress, Dreamweaver, Flash, and Acrobat"
"[329]","14662","[121, 2912]","","9781760890506","1760890502","9781760890506","","","Less : A Visual Guide to Minimalism"
"[330]","320699","[1373, 2833, 2911]","","9780882669137","882669133","9780882669137","3.96","222","Essential Oils Book"
"[331, 332]","279449","[121, 2912]","","9780847860227","847860221","9780847860227","4.0","1","Veere Grenney : On Decorating: A Point of View"
"[333]","264463","[121, 2912]","","9780307956859","307956857","9780307956859","3.76","21","Decorating In Detail"
"[334]","42400","[2488, 2490, 2498, 2499, 2521, 2600]","","9781481432542","1481432540","9781481432542","4.1","35483","Love & Gelato"
"[335]","1184088","[1939, 1962, 1997, 2004, 2006, 2007]","","9781590597248","1590597249","9781590597248","3.75","4","Pro ASP.NET 2.0 E-Commerce in C# 2005"
"[336]","36397","[92, 2859, 2942, 2909]","","9781941815311","1941815316","9781941815311","5.0","1","Kinfolk Volume 28"
"[337]","399485","[2954, 2956, 2912]","","9780811717113","811717119","9780811717113","4.8","10","Colored Pencil on Copper Jewelry : Enhance Your Metalwork the Easy Way"
"[338, 339]","296686","[109, 121, 2912]","","9780847842438","847842436","9780847842438","3.1","38","Inspired Home : Nests of Creatives"
"[340]","276269","[2833, 2842, 2855, 2911]","","9780892812103","892812109","9780892812103","4.37","24","The Magical and Ritual Use of Perfumes"
"[341]","84451","[2491, 2493, 2499, 2600]","","9780807508558","807508551","9780807508558","4.4","968","The Boxcar Children Bookshelf (Books #1-12)"
"[342]","876778","[92, 94, 1938]","","9781350099555","1350099554","9781350099555","4.16","12","The Principles and Processes of Interactive Design"
"[343]","283628","[2802, 2906, 2910, 2913]","","9781594744044","1594744041","9781594744044","3.62","64","The Little Guide To Vintage Shopping"
"[344]","293843","[290, 2775, 2793, 2802, 2804, 2813, 2909]","","9781509887194","1509887199","9781509887194","4.06","225","Life Honestly : Strong Opinions from Smart Women"
"[345]","307565","[104, 637, 2911]","","9780704371699","704371693","9780704371699","4.8","10","The Englishman's Suit"
"[346]","305,000","[92, 121, 2912]","Combined volume","9781501154119","1501154117","9781501154119","4.66","3","The Domino Decorating Books Box Set : The Book of Decorating and Your Guide to a Stylish Home"
"[347]","51981","[2488, 2499, 2600]","","9781934082928","1934082929","9781934082928","4.41","707","If I Could Keep You Little"
"[348]","879,099","[1933, 1941]","Student edition","9780133148602","133148602","9780133148602","5.0","1","Learning Microsoft Publisher 2013, Student Edition -- CTE/School"
"[349]","291376","[104, 2662, 2906, 2911]","","9780486427461","486427463","9780486427461","3.5","16","Hats : A History of Fashion in Headwear"
"[350, 351]","307881","[3, 92, 2911]","","9780789332868","789332868","9780789332868","4.43","30","True Style is What's Underneath"
"[352, 353]","318196","[121, 2912]","","9781858945125","1858945127","9781858945125","2.85","7","Dream Rooms: Inspirational Interiors from 100 Homes"
"[354]","19357","[2789, 2911]","","9788416449262","8416449260","9788416449262","4.18","32","Mi Diario de Yoga"
"[355, 356]","67844","[2521, 2597]","","9780545172950","545172950","9780545172950","4.08","106","Pirate Potty"
"[357]","808945","[1938, 1983, 2073]","","9781849699716","1849699712","9781849699716","4.88","9","Multimedia Programming Using Max/MSP and TouchDesigner"
"[358]","231608","[716, 719, 763, 2911]","","9781439158814","1439158819","9781439158814","3.45","598","The Thoughtful Dresser : The Art of Adornment, the Pleasures of Shopping, and Why Clothes Matter"
"[359]","310640","[3223, 2820, 2911]","","9781928706250","1928706258","9781928706250","4.39","56","Cultivating Inner Peace : Exploring the Psychology, Wisdom and Poetry of Gandhi, Thoreau, the Buddha, and Others"
"[360]","311704","[121, 2912, 2987]","","9782080203212","2080203215","9782080203212","4.27","11","A Parisian Cabinet of Curiosities: Deyrolle"
"[361]","75365","[2498, 2611]","","9781848452541","1848452543","9781848452541","4.26","24831","Crash into You"
"[362]","862287","[57, 89, 1912, 1946, 1947]","","9780359753246","359753248","9780359753246","","","GoPro Hero & Fusion Guide : How to Use your GoPro Fusion, Hero 4/5/6/7 Stock, White, & Black"
"[363]","51644","[2912, 2452, 3385]","","9780735347052","735347050","9780735347052","","","Winter Wonderland 500 Piece Puzzle"
"[364]","371201","[220, 222, 295, 2645, 2659, 2915]","","9780752496948","752496948","9780752496948","3.54","61","The Mitford Girls' Guide to Life"
"[365]","101,226","[706, 2775, 2788, 2911]","","9780345486493","345486498","9780345486493","3.37","107","The Perricone Weight-Loss Diet : A Simple 3-Part Plan to Lose the Fat, the Wrinkles, and the Years"
"[366]","444,416","[1324, 1456, 2831, 2911]","","9783850681254","3850681254","9783850681254","4.27","117","Salud De La Botica Del Senor"
"[367]","72851","[2488, 2490, 2491, 2495, 2596]","","9780062494078","62494074","9780062494078","4.17","242","The Legacy Chronicles: Trial by Fire"
"[368]","923,323","[1710, 1770, 1938, 1995, 2056, 2070, 2072, 2075, 2077]","Revised","9781846286087","1846286085","9781846286087","3.84","13","Eye Tracking Methodology : Theory and Practice"
"[369]","322643","[2777, 2790, 2813, 2821, 2822, 2823, 2824, 2825, 2831, 2840, 2841, 2843, 2844, 2909, 3009]","","9780241346976","241346975","9780241346976","3.8","10","The Crystal Code : Balance Your Energy, Transform Your Life"
"[370]","333979","[2942, 2912]","","9780811735797","811735796","9780811735797","3.8","26","Concrete Crafts : Making Modern Accessories for the Home & Garden"
"[371]","324807","[934, 2748, 2942, 2948, 2913]","","9781910433522","1910433527","9781910433522","4.0","2","London Stitch + Knit: A Craft Lover's Guide to London's Fabric, Knitting and Haberdashery Shops"
"[372]","342442","[2913, 3098, 3099, 3100]","","9780062385871","62385879","9780062385871","3.91","58","The Paris Style Guide : Shop, Eat, Sleep"
"[373]","68540","[2488, 2490, 2495, 2496, 2500, 2557, 2596]","","9780316228183","316228184","9780316228183","4.13","393","Pinkie Pie and the Rockin' Ponypalooza Party!"
"[374]","834101","[94, 1811, 1938, 1995]","","9781558603875","1558603875","9781558603875","4.0","21","Jim Blinn's Corner: A Trip Down the Graphics Pipeline"
"[375]","292040","[2820, 2855, 2857, 2912, 2918, 2920]","","9780062906151","62906151","9780062906151","3.86","367","Hausmagick : Transform Your Home with Witchcraft"
"[376]","331176","[2802, 2910, 2911]","","9781846945618","1846945615","9781846945618","2.94","19","How Not to Wear Black"
"[377]","358041","[233, 2802, 2813, 2915]","","9781592405206","1592405207","9781592405206","2.46","122","Class with the Countess : How to Live with Elegance and Flair"
"[378]","345195","[2802, 2909, 2917]","","9781589236318","1589236319","9781589236318","3.3","55","Manskills : How to Avoid Embarrassing Yourself and Impress Everyone Else"
"[379, 380]","73355","[2471, 2499, 2500, 2600, 2611]","","9780375826313","375826319","9780375826313","3.98","412","Little Critter The New Potty"
"[381]","345100","[378, 2859, 2866, 2868, 2942, 2915]","","9781632170682","163217068X","9781632170682","4.04","169","Scandinavian Gatherings : From Afternoon Fika To Midsummer Feast"
"[382]","348251","[101, 2912]","","9780956896230","956896235","9780956896230","4.63","11","Home-Made Europe : Contemporary Folk Artifacts"
"[383]","334584","[121, 2912]","","9781423619314","1423619315","9781423619314","4.0","112","Atomic Ranch: Midcentury Interiors"
"[384]","326840","[2859, 2942, 2915]","","9781908714046","1908714042","9781908714046","4.16","6","The Set Table : The Art of Small Gatherings"
"[111]","61795","[2498, 2604]","","9780141364247","141364246","9780141364247","4.22","3140647","The Fault in Our Stars"
"[385]","","[1903, 1939, 1983, 2004, 2006]","Revised","9781788623322","1788623320","9781788623322","5.0","1","RESTful Web API Design with Node.js 10, Third Edition : Learn to create robust RESTful web services with Node.js, MongoDB, and Express.js, 3rd Edition"
"[386]","24545","[3212, 2819, 2842, 2855, 2857, 2912]","","9781780288611","1780288611","9781780288611","4.17","34","The Magical Year"
"[387]","342403","[2911]","","9781570671937","1570671931","9781570671937","4.2","30","Beauty by Nature : Complete Body Care"
"[388]","323767","[103, 104, 635, 712, 2978, 2914]","","9780811850520","811850528","9780811850520","3.45","24","You Can Wear it Again"
"[389]","350963","[2911]","","9781507556733","150755673X","9781507556733","3.62","59","64 DIY natural beauty recipes : How to Make Amazing Homemade Skin Care Recipes, Essential Oils, Body Care Products and More"
"[390]","3113","[2488, 2490, 2491, 2495, 2604]","","9781534461536","1534461531","9781534461536","4.73","56","The Arc of a Scythe Trilogy : Scythe; Thunderhead; The Toll"
"[391]","949842","[822, 3367, 1938]","","9781479169719","1479169714","9781479169719","3.33","6","E-Learning Uncovered : Adobe Captivate 6"
"[392, 393]","357601","[3, 103, 214, 2910]","","9780714865270","714865273","9780714865270","3.6","5","Philip Treacy by Kevin Davies"
"[394, 395]","390955","[82, 83, 107, 118, 121, 2912]","","9783791381985","3791381989","9783791381985","4.0","3","Great English Interiors"
"[396]","357632","[92, 103, 637, 2911]","Revised","9780720610932","720610931","9780720610932","4.56","30","Fashions in Hair : The First Five Thousand Years"
"[397]","284,010","[102, 121, 2912, 2920]","Revised","9781788790901","1788790901","9781788790901","4.0","2","Small Space Style : Clever Ideas for Compact Interiors"
"[398]","73622","[2488, 2490, 2498, 2499, 2609]","","9780152056575","152056572","9780152056575","4.09","6568","Each Little Bird That Sings"
"[399]","","[57, 131, 1938]","New edition","9781138341586","9781138341586","","","","Digital Storytelling 4e : A creator's guide to interactive entertainment"
"[400]","353,223","[247, 378, 2964, 2915]","","9780767907453","767907450","9780767907453","3.63","357","The Art Of The Handwritten Note : A Guide to Reclaiming Civilized Communication"
"[302]","351277","[294, 2741, 1068, 2911]","","9780099528333","99528339","9780099528333","3.61","362","The Fashion System"
"[401]","43833","[2859, 2885, 2887, 2889, 2915]","","9780241352496","241352495","9780241352496","4.25","8","Let's Get Fizzical : Over 50 Bubbly Cocktail Recipes with Prosecco, Champagne, and other Sparkling Wines"
"[402]","412615","[2912, 2917, 2919]","","9780544931879","544931874","9780544931879","3.7","92","Flea Market Style"
"[403]","67,863","[2488, 2490, 2491, 2501, 2596, 2597]","","9780385733984","385733984","9780385733984","3.65","29487","Going Bovine"
"[404]","1070522","[1939, 1983, 2056]","","9780538747578","538747579","9780538747578","3.45","60","Principles of Web Design"
"[405]","59523","[2911]","Revised","9781890612191","1890612197","9781890612191","3.38","26","Natural Beauty Basics : Create Your Own Cosmetics and Body Care Products"
"[406]","19060","[3146, 2912]","","9780892760077","892760079","9780892760077","4.37","53","How to Turn Your Faith Loose"
"[407]","41106","[92, 102, 2912, 2919]","","9781440350825","1440350825","9781440350825","4.54","11","English Arts & Crafts Furniture : Projects & Techniques for the Modern Maker"
"[408]","373361","[103, 105, 2645, 2658, 2663, 2911]","","9780300217469","300217463","9780300217469","4.0","12","Pretty Gentlemen : Macaroni Men and the Eighteenth-Century Fashion World"
"[409, 410]","125962","[2473, 2499, 2501, 2600]","","9780062412164","62412167","9780062412164","4.31","45","Fancy Nancy: 5-Minute Fancy Nancy Stories"
"[411]","","[87, 1912, 1947]","","9781688736351","1688736352","9781688736351","","","Photoshop Elements Made Easy : Enhance Your Memories With Ease"
"[412]","383347","[2910]","","9781784880873","1784880876","9781784880873","3.76","26","The Art of the White Shirt : Over 30 Ways to Wear a White T-Shirt, Blouse or Shirt"
"[413, 414]","374758","[121, 2912]","","9781617691706","1617691704","9781617691706","3.6","15","Parish-Hadley Tree of Life : An Intimate History of the Legendary Design Firm"
"[415, 416]","352,969","[977, 2915, 3098, 3099, 3100, 3102]","Revised","9780804845205","804845204","9780804845205","3.5","50","Etiquette Guide to Korea : Know the Rules That Make the Difference!"
"[417, 418]","362028","[2772, 2788, 2831, 2911]","","9788497777117","8497777115","9788497777117","4.18","929","La Terapia Gerson : El Programa Nutricional Definitivo Para Salvar Vidas"
"[419]","79,062","[2489, 2490, 2499, 2600]","","9780152047337","152047336","9780152047337","4.05","6295","Borrowers Afloat"
"[420, 421, 422]","1072461","[1917, 1939, 2004, 2007, 2077]","Revised","9780596522001","596522002","9780596522001","3.26","56","Rails: Up and Running"
"[423]","25821","[83, 103, 105, 2642, 2663, 2911]","","9780762493579","762493577","9780762493579","3.5","2","Worn On This Day : The Clothes That Made History"
"[424]","358092","[218, 2654, 2915]","","9780452295865","452295866","9780452295865","3.31","119","Why Manners Matter : What Confucius, Jefferson, and Jackie O Knew and You Shouldtoo"
"[425]","373645","[2802, 2914]","","9780307954657","030795465X","9780307954657","4.09","32","Martha Stewart Weddings"
"[426]","333598","[2797, 2800, 2804, 2911, 2915]","Revised","9781401604615","1401604617","9781401604615","3.86","22","How to Raise a Gentleman Revised and Expanded : A Civilized Guide to Helping Your Son Through His Uncivilized Childhood"
"[427, 428]","60321","[2488, 2490, 2499, 2600]","","9781442430273","1442430273","9781442430273","3.87","24","Playtime for Twins"
"[429]","1035714","[1939]","","9781119978770","1119978777","9781119978770","4.09","11","Future-Proof Web Design"
"[430]","402316","[2947, 2912]","","9781590128817","1590128818","9781590128817","4.0","2","Log Cabin Variations : 9 Stunning Log Cabin Projects"
"[431]","467127","[1872, 2912, 2915, 2920]","","9781908170132","1908170131","9781908170132","3.0","2","William Yeoward Perfect Tables : Tabletop Secrets, Settings and Centrepieces for Delicious Dining"
"[432]","861931","[2780, 2788, 2911]","","9780316529655","316529656","9780316529655","3.62","8","The Collagen Diet : A 28-Day Plan for Sustained Weight Loss, Glowing Skin, Great Gut Health, and a Younger You"
"[433]","70388","[92, 2911]","","9780764353000","764353004","9780764353000","3.9","20","Classic Beauty: The History of Makeup"
"[434]","89719","[2490, 2496, 2498, 2596]","","9780061996184","61996181","9780061996184","4.11","68878","Hallowed"
"[435]","958061","[1799, 1902, 1938, 1939, 1946, 1983, 2077]","","9781886411845","1886411840","9781886411845","3.83","49","The Art Of Interactive Design"
"[436]","47040","[103, 105, 637, 2911]","","9781780235233","1780235232","9781780235233","3.21","19","The Suit : Form, Function and Style"
"[437, 438, 439]","376693","[378, 2813, 2915]","","9780615927770","615927777","9780615927770","4.15","486","Gentlewoman : Etiquette for a Lady, from a Gentleman"
"[440]","374535","[103, 105, 2645, 2663, 2687, 2911]","","9780752493480","752493485","9780752493480","4.0","25","Great War Fashion : Tales from the History Wardrobe"
"[441, 442]","433842","[70, 103, 105, 106, 2911]","","9780300190793","300190794","9780300190793","3.84","13","Shoe Obsession"
"[443, 444]","81,079","[2488, 2490, 2498, 2499, 2500, 2501, 2596]","","9780380709151","9780380709151","","4.02","3848","Henry and the Clubhouse"
"[445, 446]","1,124,907","[1902, 1938, 1941, 1947, 1991]","","9780071625371","71625372","9780071625371","","","Photoshop CS4 QuickSteps"
"[447]","24747","[2644, 635, 716, 719, 977, 2915, 3100, 3115]","Revised","9781857338621","1857338626","9781857338621","3.7","72","Romania - Culture Smart! : The Essential Guide to Customs & Culture"
"[448]","385949","[635, 2915]","","9780399169106","399169105","9780399169106","3.04","329","Elements Of Wit : Mastering the Art of Being Interesting"
"[449]","441186","[2648, 635, 977, 2915, 3100]","Revised","9781857336719","1857336712","9781857336719","3.66","54","Egypt - Culture Smart! : The Essential Guide to Customs & Culture"
"[450]","377504","[2914]","","9781118360354","1118360354","9781118360354","3.44","150","Wedding Planning For Dummies"
"[451]","58581","[2488, 2490, 2495, 2496, 2498, 2596]","","9780545654593","545654599","9780545654593","3.92","16317","Sinner"
"[452]","1012096","[982, 988, 1024, 1939]","","9780713675450","713675454","9780713675450","2.25","4","Making an Impact Online : Creating a Website That Really Works without Breaking the Bank"
"[453]","384,141","[635, 977, 2915, 3100]","New edition","9781857334753","1857334752","9781857334753","3.68","19","Oman - Culture Smart! : The Essential Guide to Customs & Culture"
"[454]","414,133","[2942, 2958, 2959, 2912]","Illustrated","9780919985551","919985556","9780919985551","4.16","6","Glass Kiln Casting : with Colour de Verre"
"[455]","423671","[2796, 2978, 2909]","","9781911624332","1911624334","9781911624332","2.8","5","50 Things I Wish I'd Told You : Life Skills"
"[456]","548753","[2789, 2911]","","9788480199704","8480199709","9788480199704","4.04","160","La obra completa sobre el vinyasa yoga/ The Complete Book of Vinyasa Yoga"
"[457]","42406","[2488, 2490, 2493, 2498, 2604]","","9781481446716","1481446711","9781481446716","4.49","856","The Mara Dyer Trilogy : The Unbecoming of Mara Dyer; The Evolution of Mara Dyer; The Retribution of Mara Dyer"
"[458, 459, 460, 461]","966,294","[1939, 1962, 2004, 2007, 2056]","New edition","9781430237891","9781430237891","","3.5","6","Foundation Website Creation with HTML5, CSS3, and JavaScript"
"[462, 463]","363569","[2911, 2543, 2597]","","9780977706334","977706338","9780977706334","3.92","98","Yoga Con Cuentos"
"[464]","412966","[2943, 2958, 2959, 2912]","","9780486264943","486264947","9780486264943","4.14","7","Decorative Doorways Stained Glass Pattern Book: 151 Designs for Sidelights, Fanlights, Transoms, etc. : 151 Designs for Sidelights, Fanlights, Transoms, etc."
"[465]","422862","[2944, 2912]","","9781454708018","1454708018","9781454708018","3.65","23","Fabric Blooms : 42 Flowers to Make, Wear & Adorn Your Life"
"[466]","419257","[2911]","","9781475109849","1475109849","9781475109849","3.93","43","The Art of Shaving : Shaving Made Easy - What the man who shaves ought to know."
"[467, 468, 469]","60547","[2488, 2490, 2491, 2495, 2496, 2609]","","9780545800549","545800544","9780545800549","4.36","942","Showing Off (Upside-Down Magic #3)"
"[470]","","[1940]","","9781630572860","1630572861","9781630572860","","","Learning Autodesk Inventor 2020"
"[471]","426445","[92, 2942, 2944, 2912]","","9780241186381","241186382","9780241186381","3.9","32","Handmade Interiors : Make Your Own Cushions, Blinds and Other Soft Furnishings"
"[472, 473]","407176","[107, 121, 2912, 3100]","","9780847848263","847848264","9780847848263","4.5","10","Casa Mexico : At Home in Merida and the Yucatan"
"[474]","414989","[107, 121, 2912]","","9781423648161","1423648161","9781423648161","3.6","33","How the French Live : Modern French Style"
"[475]","35424","[2797, 2812, 2815, 2607]","","9781907685439","190768543X","9781907685439","3.9","11","NLP for Children"
"[476]","1225797","[696, 750, 1378, 1442, 1916, 1942, 1991]","","9781138747142","1138747149","9781138747142","4.75","4","Working with Video Gamers and Games in Therapy : A Clinician's Guide"
"[477, 478]","474338","[2978, 2983, 2914]","","9780684833163","684833166","9780684833163","2.28","7","The Groom's Secret Handbook : How Not to Screw up the Biggest Day of Her Life"
"[479]","392528","[121, 2912]","","9780486242132","486242137","9780486242132","","","Room and Furniture Layout Kit"
"[480]","435310","[103, 2812, 2820, 2910]","","9780738738345","738738344","9780738738345","3.6","96","Magical Fashionista : Dress for the Life You Want"
"[481, 482]","428544","[2793, 2914]","","9781584793656","1584793651","9781584793656","3.64","59","Simple Stunning Weddings"
"[483]","73275","[2488, 2499, 2504, 2613, 2614]","","9780735228511","735228515","9780735228511","4.19","2550","The Night Diary"
"[484]","1299371","[107, 110, 112, 124, 1940]","","9780415744997","415744997","9780415744997","5.0","1","Builders of the Vision : Software and the Imagination of Design"
"[485]","507459","[3221, 716, 2797, 2798, 2799, 2915]","","9781845284176","1845284178","9781845284176","3.87","8","The Complete Guide To Baby Naming Ceremonies"
"[486]","482598","[83, 103, 104, 635, 2978, 2911]","","9781576874097","1576874095","9781576874097","4.23","30","Dos & Don'ts Book 2! : Over a Thousand More Zings, Burns and Riffs from the Pages of Vice Magazine"
